0000,C,藤谷 阳介,GK,高梨,优等生,早熟２,标准４,标准１
0001,C,西泽 淳二,CDF,阿见,普通,标准４,标准１,标准４
0002,C,佐藤 尽,CDF,东条,普通,标准１,早熟３,标准２
0003,C,大森 健作,SDF,鬼茂,优等生,标准４,标准４,晩成２
0004,E,中尾 康二,DMF,御厨,普通,标准２,标准３,标准４
0005,D,吉濑 广志,DMF,鬼茂,优等生,早熟３,早熟３,标准２
0006,F,镰田 安启,OMF,那智,普通,标准２,早熟３,标准２
0007,D,三原 广树,DMF,御厨,沉默寡言,早熟３,标准１,标准１
0008,D,砂川 诚,OMF,萩原,普通,标准２,早熟３,标准２
0009,D,清野 智秋,FW,东条,普通,早熟３,早熟３,标准５
000A,D,堀井 岳也,FW,高梨,普通,标准２,标准３,早熟３
000B,D,相川 进也,FW,那智,沉默寡言,标准２,标准３,标准１
000C,F,铃木 智树,DMF,东条,优等生,早熟３,标准５,标准２
000D,E,桑原 刚,OMF,那智,优等生,标准２,早熟３,标准４
000E,D,曾田 雄志,CDF,东条,普通,早熟３,标准２,标准５
000F,E,阿部 哲也,GK,御厨,沉默寡言,早熟３,早熟３,早熟３
0010,D,新居 辰基,FW,东条,普通,早熟３,早熟３,标准５
0011,F,齐川 雄介,FW,萩原,沉默寡言,早熟３,标准５,标准１
0012,E,市村 笃司,DMF,那智,普通,早熟２,早熟２,标准１
0013,E,尾崎 佑司,SMF,东条,优等生,标准２,标准５,早熟２
0014,F,上里 一将,OMF,那智,普通,标准２,早熟３,标准２
0015,E,冈田 佑树,SDF,萩原,乐天派,标准２,标准４,早熟３
0016,D,田畑 昭宏,CDF,岩城,普通,标准２,早熟３,早熟３
0017,E,河端 和哉,SDF,萩原,普通,标准２,标准４,早熟３
0018,F,蛯泽 匠吾,GK,那智,普通,标准２,标准４,标准３
0019,F,上田 常幸,CDF,鬼茂,优等生,标准１,标准３,标准１
001A,C,小针 清允,GK,御厨,主将,标准１,标准３,标准１
001B,C,渡边 晋,CDF,那智,普通,标准４,标准１,晩成２
001C,C,卡斯帕,CDF,那智,普通,标准４,标准１,晩成２
001D,C,森川 拓巳,SDF,那智,普通,标准４,标准１,标准１
001E,B,西尔维尼奥,DMF,御厨,沉默寡言,标准２,标准２,标准３
001F,D,石井 俊也,DMF,御厨,主将,早熟３,标准２,标准２
0020,C,财前 宣之,OMF,东条,普通,早熟３,标准２,标准１
0021,D,菅井 直树,DMF,阿见,普通,标准２,标准２,早熟３
0022,D,村上 和弘,DMF,御厨,优等生,早熟３,标准１,标准１
0023,C,大柴 克友,FW,高梨,普通,早熟３,标准２,标准５
0024,B,佐藤 寿人,FW,东条,普通,早熟２,标准４,标准３
0025,D,数马 正浩,CDF,萩原,普通,标准２,早熟３,早熟３
0026,D,原崎 政人,SMF,萩原,优等生,早熟２,标准２,标准２
0027,C,西谷 正也,SMF,御厨,沉默寡言,标准５,标准２,标准３
0028,F,万代 宏树,FW,萩原,普通,早熟３,标准５,标准１
0029,C,高桑 大二朗,GK,御厨,主将,标准４,晩成２,晩成２
002A,D,小原 章吾,CDF,岩城,贪财,早熟３,标准５,标准２
002B,D,村田 达哉,SDF,那智,普通,标准１,标准４,标准１
002C,D,千叶 直树,DMF,御厨,乐天派,标准１,标准４,标准１
002D,E,中田 洋介,OMF,那智,普通,标准２,早熟３,标准４
002E,F,关口 训充,OMF,那智,优等生,标准２,早熟３,标准２
002F,E,西 洋佑,SMF,高梨,沉默寡言,标准２,标准３,标准２
0030,B,马科斯,FW,那智,主将,标准４,晩成２,晩成２
0031,D,中原 贵之,FW,东条,优等生,标准２,标准４,晩成２
0032,E,萩原 达郎,GK,那智,普通,早熟３,标准２,标准５
0033,F,大河内 英树,CDF,那智,普通,标准２,早熟３,标准３
0034,E,秋叶 龙儿,SMF,高梨,沉默寡言,标准２,标准３,标准２
0035,D,森田 耕一郎,GK,岩城,普通,标准４,早熟２,标准３
0036,A,曾端 准,GK,东条,普通,标准２,标准２,标准３
0037,A,名良桥 晃,SDF,御厨,沉默寡言,标准３,晩成１,标准４
0038,D,金古 圣司,CDF,那智,贪财,标准５,早熟３,标准５
0039,A,大岩 刚,CDF,御厨,普通,标准１,标准４,标准４
003A,B,新井场 彻,SDF,东条,普通,标准１,标准４,标准１
003B,A,中田 浩二,DMF,东条,乐天派,标准２,早熟３,标准３
003C,A,小笠原 满男,OMF,鬼茂,乐天派,标准２,标准４,早熟３
003D,B,本山 雅志,OMF,萩原,普通,早熟３,早熟３,标准２
003E,B,费尔南多,DMF,高梨,主将,标准３,标准２,标准１
003F,A,儒尼奥尔 F,FW,岩城,贪财,早熟２,标准５,标准２
0040,C,平濑 智行,FW,御厨,主将,早熟３,早熟３,标准３
0041,D,岩政 大树,CDF,那智,普通,标准５,早熟３,标准５
0042,C,熊谷 浩二,DMF,那智,贪财,标准４,标准１,晩成２
0043,B,青木 刚,DMF,那智,普通,早熟３,早熟３,标准５
0044,B,深井 正树,FW,东条,普通,早熟２,早熟３,早熟３
0045,C,小泽 英明,GK,阿见,沉默寡言,标准１,标准４,标准４
0046,C,羽田 宪司,CDF,阿见,沉默寡言,早熟３,早熟２,标准２
0047,D,池内 友彦,CDF,那智,普通,标准２,标准２,标准２
0048,C,内田 润,SDF,高梨,优等生,标准４,晩成２,晩成２
0049,C,石川 龙也,SDF,萩原,优等生,标准２,标准１,标准３
004A,B,本田 泰人,DMF,御厨,主将,标准４,标准１,晩成２
004B,D,大谷 昌司,OMF,那智,普通,标准３,标准２,标准１
004C,C,野泽 拓也,OMF,东条,优等生,早熟３,标准３,标准２
004D,C,中岛 裕希,FW,萩原,普通,标准４,早熟３,标准１
004E,E,首藤 慎一,GK,东条,普通,早熟２,标准３,标准３
004F,E,增田 誓志,OMF,那智,普通,标准２,早熟３,标准４
0050,F,田中 康平,FW,萩原,优等生,早熟３,标准５,标准１
0051,E,杉山 哲,GK,东条,普通,早熟２,标准３,标准３
0052,A,都筑 龙太,GK,高梨,普通,标准４,标准１,标准１
0053,A,坪井 庆介,CDF,东条,普通,标准１,标准１,标准３
0054,B,田中 斗莉王,CDF,御厨,主将,标准５,标准５,早熟２
0055,C,室井 市卫,CDF,岩城,乐天派,标准４,晩成２,标准１
0056,A,山田 畅久,SMF,岩城,贪财,标准１,标准４,标准１
0057,B,酒井 友之,DMF,东条,主将,标准１,标准１,标准１
0058,B,铃木 启太,DMF,高梨,普通,标准３,标准２,标准１
0059,A,三都主,SMF,御厨,沉默寡言,标准３,标准４,晩成２
005A,B,山濑 功治,OMF,萩原,优等生,标准２,标准３,标准１
005B,A,埃莫森 M,FW,岩城,贪财,早熟２,标准５,标准２
005C,A,田中 达也,FW,那智,普通,早熟２,标准４,标准１
005D,C,内馆 秀树,DMF,东条,普通,标准１,标准１,标准４
005E,C,平川 忠亮,SMF,岩城,乐天派,早熟２,标准１,标准２
005F,B,永井 雄一郎,FW,御厨,主将,标准２,标准３,早熟３
0060,B,冈野 雅行,FW,那智,普通,标准２,标准２,超早熟
0061,C,山岸 范宏,GK,东条,优等生,标准４,晩成２,标准４
0062,B,尼基福奥洛夫,CDF,鬼茂,主将,特殊１,早熟２,标准３
0063,D,三上 卓哉,SMF,东条,优等生,标准３,标准２,标准２
0064,C,千岛 彻,OMF,那智,普通,标准５,标准３,标准３
0065,C,长谷部 诚,OMF,御厨,贪财,标准２,标准３,早熟３
0066,E,西村 卓朗,SMF,那智,普通,标准４,晩成２,标准４
0067,D,堀之内 圣,DMF,岩城,乐天派,早熟３,早熟３,标准２
0068,D,小林 宏之,CDF,高梨,普通,早熟３,标准４,标准２
0069,C,梅田 直哉,FW,岩城,贪财,标准２,标准３,标准３
006A,D,德重 健太,GK,鬼茂,沉默寡言,标准２,标准４,标准４
006B,E,中川 直树,CDF,岩城,沉默寡言,早熟３,标准３,早熟３
006C,E,南 佑三,CDF,高梨,普通,标准５,标准２,标准２
006D,F,横山 拓也,FW,萩原,沉默寡言,早熟３,标准５,标准１
006E,F,新井 翔太,FW,萩原,普通,早熟３,标准５,标准１
006F,D,加藤 顺大,GK,东条,优等生,标准１,标准３,晩成２
0070,C,栉野 亮,GK,御厨,普通,标准１,标准４,标准３
0071,D,斋藤 大辅,CDF,御厨,普通,标准１,标准１,标准１
0072,A,米利诺维奇,CDF,御厨,沉默寡言,标准４,晩成２,晩成２
0073,C,茶野 隆行,CDF,东条,普通,标准４,晩成２,晩成２
0074,C,坂本 将贵,SMF,御厨,沉默寡言,标准１,标准４,标准４
0075,C,佐藤 勇人,DMF,岩城,乐天派,早熟３,标准５,标准２
0076,B,阿部 勇树,DMF,萩原,普通,标准３,标准３,晩成２
0077,C,村井 慎二,SMF,东条,普通,标准５,早熟３,标准２
0078,C,羽生 直刚,OMF,岩城,乐天派,标准１,标准４,标准３
0079,B,桑德罗,FW,东条,主将,早熟３,标准３,标准３
007A,B,马尔吉尼奥斯,FW,鬼茂,普通,标准２,标准１,标准１
007B,E,结城 耕造,CDF,岩城,普通,标准４,标准４,晩成２
007C,B,望月 重良,OMF,岩城,贪财,标准２,标准２,标准１
007D,D,山岸 智,SMF,鬼茂,主将,标准５,早熟３,早熟２
007E,C,林 丈统,FW,那智,普通,早熟３,标准５,标准２
007F,D,立石 智纪,GK,萩原,优等生,早熟３,标准５,早熟３
0080,D,鹫田 雅一,CDF,东条,贪财,标准４,晩成２,晩成２
0081,F,水本 裕贵,CDF,那智,优等生,标准３,标准２,标准１
0082,E,工藤 浩平,DMF,东条,沉默寡言,标准５,标准３,晩成２
0083,D,中岛 浩司,DMF,那智,普通,标准１,标准３,标准４
0084,E,乐山 孝志,DMF,东条,普通,标准１,标准３,标准５
0085,E,金 位漫,SMF,岩城,普通,标准２,标准２,标准３
0086,C,卷 诚一郎,FW,岩城,普通,标准４,早熟２,标准２
